ACS_OER_00006_5.txt,"{'SUBSTRATE': 'nickel foam'}, {'PRECURSOR': 'FeSO4 7H2O'}, {'PRECURSOR': 'NiSO4·6H2O'}, {'ADDITIVE': 'K2B4O7·4H2O'}, {'SOLVENT': 'glycol–DI water'}, {'ADDITIVE': 'l-cysteine'}, {'TARGET': 'Fe-doped nickel sulfide (FeNi2S4)'}","The nickel foam was ultrasonicated in acetone, 10% HCl aqueous solution, and DI water successively and then vacuum-dried at 60 °C. A previous method of preparation of Fe-doped nickel sulfide (FeNi2S4)  was suitably modified to support dual borate/Fe doping and catalyst deposition on a nickel foam. Briefly, 1.5 mmol FeSO4 7H2O, 2 mmol NiSO4·6H2O, 1.5 mmol K2B4O7·4H2O, and 8 mmol l-cysteine were dissolved in 40 mL of a glycol–DI water mixture (1:1 v/v) and rigorously stirred for 30 min. This mixture and a pretreated nickel foam (3 cm × 2 cm) were transferred to a 50 mL Teflon-lined stainless-steel autoclave and heated at 160 °C for 8 h. After naturally cooling to room temperature, the nickel foam was removed, washed with water several times, and dried at 60 °C in a vacuum. For comparative studies, Fe-free borate-doped Ni3S2 was also prepared by the same procedure sans the use of iron sulfate. Likewise, borate/Fe-free undoped Ni3S2 was also prepared without Fe and borate precursors. The catalyst loading on NF was in the range of 4–6 mg cm–2."
ACS_OER_00011_23.txt,"{'ADDITIVE': 'sodium terephthalate'}, {'PRECURSOR': 'Co(NO3)2·6H2O'}, {'SOLVENT': 'methanol'}, {'SOLVENT': 'deionized water'}, {'TARGET': 'MOF 1'}, {'ADDITIVE': 'Ligand L1'}","Ligand L1 (10 mg, 0.03 mmol), sodium terephthalate (6.2 mg, 0.03 mmol), and Co(NO3)2·6H2O (8.6 mg, 0.03 mmol) were taken in a glass tube. To this, 3 mL of methanol and 7 mL of deionized water were added and the glass tube was sealed and heated at 100 °C for 2 days and then slowly cooled to room temperature, resulting in red-colored single crystals of MOF 1. Yield 70–75%."
ACS_OER_00011_24.txt,"{'ADDITIVE': 'sodium terephthalate'}, {'PRECURSOR': 'Ni(NO3)2·6H2O'}, {'SOLVENT': 'methanol'}, {'SOLVENT': 'deionized water'}, {'TARGET': 'MOF 2'}, {'ADDITIVE': 'Ligand L1'}","Ligand L1 (10 mg, 0.03 mmol), sodium terephthalate (6.2 mg, 0.03 mmol), and Ni(NO3)2·6H2O (8.7 mg, 0.03 mmol) were taken in a glass tube. To this, 5 mL of methanol and 5 mL of deionized water were added and the glass tube was sealed and heated at 100 °C for 2 days and then slowly cooled to room temperature. Green-colored single crystals of MOF 2 were obtained in 75–80% yield."
ACS_OER_00011_25.txt,"{'ADDITIVE': 'sodium terephthalate'}, {'SOLVENT': 'methanol'}, {'SOLVENT': 'deionized water'}, {'TARGET': 'MOF 3'}, {'PRECURSOR': 'Co(SO4)·7H2O'}, {'ADDITIVE': 'Ligand L2'}","Ligand L2 (10 mg, 0.03 mmol) and sodium terephthalate (6.2 mg, 0.03 mmol) were taken in a glass tube. To this, 3 mL of methanol and 7 mL of deionized water were added. Co(SO4)·7H2O (8.4 mg, 0.03 mmol) was dissolved in 2 mL of methanol and added to it. The glass tube was sealed and heated at 100 °C for 3 days and then slowly cooled down to room temperature. Bright-red-colored single crystals of MOF 3 were obtained in 65–70% yield."
ACS_OER_00011_26.txt,"{'ADDITIVE': 'sodium terephthalate'}, {'SOLVENT': 'methanol'}, {'SOLVENT': 'deionized water'}, {'PRECURSOR': 'Ni(NO3)2·6H2O'}, {'TARGET': 'MOF 4'}, {'ADDITIVE': 'Ligand L2'}","Ligand L2 (10 mg, 0.03 mmol) and sodium terephthalate (6.2 mg, 0.03 mmol) were taken in a glass tube. To this, 3 mL of methanol and 7 mL of deionized water were added. A 2 mL methanolic solution of Ni(NO3)2·6H2O (8.7 mg, 0.03 mmol) was added to the above-mentioned mixture. The glass tube was sealed and heated at 100 °C for 3 days and then slowly cooled to room temperature. Deep green-colored single crystals of MOF 4 were obtained in 70–75% yield."
ACS_OER_00016_6.txt,"{'SUBSTRATE': 'nickel foam'}, {'ADDITIVE': 'BDC'}, {'SOLVENT': 'ethanol'}, {'SOLVENT': 'deionized water'}, {'PRECURSOR': 'NiCl2·6H2O'}, {'PRECURSOR': 'VCl2'}, {'SOLVENT': 'N,N-dimethylformamide (DMF)'}, {'TARGET': 'Ni2V-MOFs@NF'}","Before the synthesis of materials, a piece of nickel foam (the geometric size is 4 cm × 2 cm) was carefully treated with diluted hydrochloric acid (3 M), acetone, and deionized water in sequential order under ultrasonic conditions for 30 min each time. Next, 32 mL of N,N-dimethylformamide (DMF), 2 mL of deionized water, and 2 mL of ethanol were mixed in a glass container. Subsequently, 0.1246 g (0.75 mmol) of BDC was dissolved in the mixed solution under continuous stirring. Then, 0.1188 g (0.5 mmol) of NiCl2·6H2O and 0.0320 g (0.25 mmol) of VCl2 were added. A green solution formed under continuous magnetic stirring for 30 min. After that, the mother solution was ultrasonically shocked (40 kHz) with a piece of pretreated nickel foam for 8 h at room temperature. Afterward, the mother solution and nickel foam were diverted into a 50 mL poly(tetrafluoroethylene) (PTFE) autoclave, which was then sealed and heated at 140 °C for 24 h. After being cooled down to room temperature, nickel foam was taken out and washed with ethanol (3–4 times), while the powder deposited on the bottom of the autoclave was obtained through centrifugation. Finally, the products were vacuum-dried at 60 °C for 12 h and were denoted Ni2V-MOFs@NF. Three other MOF@NF electrocatalysts (e.g., NiV-MOFs@NF, NiV2-MOFs@NF, and Ni-MOFs@NF) were prepared according to the same procedure except for the atomic ratios of NiCl2·6H2O to VCl2."
ACS_OER_00023_7.txt,"{'PRECURSOR': 'Ni(NO3)2·6H2O'}, {'PRECURSOR': 'NaMoO4·2H2O'}, {'SOLVENT': 'H2O'}, {'SUBSTRATE': 'Ni(OH)2-grown nickel foam'}, {'TARGET': 'NiO@NiMoO4 nanosheets grown on nickel foam'}","A homogeneous solution consisting of 0.197 mmol of Ni(NO3)2·6H2O and 0.125 mmol of NaMoO4·2H2O in 15 mL of H2O was poured into a 25 mL Teflon-lined stainless steel autoclave. After the addition of the above Ni(OH)2-grown nickel foam, the autoclave was maintained for 6 h at 110 °C. The nickel foam was dried at 50 °C overnight after rinsing with water and ethanol. NiO@NiMoO4 nanosheets grown on nickel foam were obtained after being calcined at 350 °C for 2 h."
ACS_OER_00034_10.txt,"{'TARGET': 'Co(OH)F/NF'}, {'PRECURSOR': 'Co(NO3)2·6H2O'}, {'ADDITIVE': 'NH4F'}, {'ADDITIVE': 'urea'}, {'SOLVENT': 'dihydrogen oxide'}, {'SUBSTRATE': 'NF'}","Co(OH)F/NF was synthesized according to a previously reported method.  Typically, Co(NO3)2·6H2O (1 mmol), NH4F (4 mmol), and urea (5 mmol) were dissolved in 18 mL of dihydrogen oxide at room temperature. NF (3 × 1) cm2 was ultrasonically soaked in acetone, 2 M hydrochloric acid, and absolute ethanol, respectively, for 10 min. Then, the NF and reaction mixture were placed into a 25 mL Teflon-lined flask and heated at 100 °C for 6 h, and then the mixture was cooled to ambient temperature within 15 min using ice water. The resulting Co(OH)F/NF was ultrasonically washed with distilled water and ethanol and vacuum-dried at 60 °C for 8 h."
ACS_OER_00034_11.txt,"{'PRECURSOR': 'Co(OH)F/NF'}, {'TARGET': 'Co-MOF crystals on NF'}, {'SOLVENT': 'dihydrogen oxide'}, {'SOLVENT': 'acetonitrile'}, {'ADDITIVE': 'Hatz'}, {'ADDITIVE': 'H4bta'}, {'SUBSTRATE': 'NF'}, {'ADDITIVE': 'Co(NO3)2·6H2O'}","To grow Co-MOF crystals on NF, the Co(OH)F/NF precursor was immersed into a mixed solution of dihydrogen oxide and acetonitrile (Vacetonitrile:VH2O = 1:1) in which were dissolved different concentrations of Co(NO3)2·6H2O (0.1, 0.2, 0.4, 0.5 mmol), Hatz (0.1 mmol), and H4bta (0.1 mmol) in a 25 mL autoclave, and the product was obtained by the same procedure used for preparation of 1, denoted Cox(Hatz)0.1(H4bta)0.1/NF (x = 0.1, 0.2, 0.4, 0.5). The resulting Co-MOF/NFs were cleaned and vacuum-dried at 60 °C for 8 h."
ACS_OER_00036_10.txt,"{'TARGET': 'Co/Mn-MOF'}, {'PRECURSOR': 'cobalt(II) acetate tetrahydrate'}, {'PRECURSOR': 'manganese acetate'}, {'ADDITIVE': 'BDC'}, {'SOLVENT': 'DMF'}, {'SOLVENT': 'ethanol'}, {'SOLVENT': 'distilled water'}","Co/Mn-MOF was synthesized by a solvothermal method reported previously, which is shown in Scheme 1. Briefly, 0.08 g of cobalt(II) acetate tetrahydrate, 0.08 g of manganese acetate, and 0.16 g of BDC were dissolved in 20 mL of DMF, 10 mL of ethanol, and 10 mL of distilled water. The mixture was ultrasonicated for a few minutes and stirred at room temperature. The solution was then kept under continuous magnetic stirring for 2 h till it formed a clear solution. Then, the mixture solution was poured into a 100 mL polymer-coated steel autoclave and kept in an oven at 150 °C for 24 h. The autoclave was allowed to cool completely at room temperature, and the product solution was centrifuged with DMF and ethanol several times and dried in an oven at 90 °C for 12 h. The substance was then transferred to a sample vial and stored for further characterizations."
