ACS_OER_00013_6.txt,electrodeposition,"The coral-like Ni3S2 was synthesized by electrochemical anodization and cathodic deposition method in a two-electrode cell with two pieces of NF (2 cm × 3 cm) as the anodic and cathodic electrodes. NF was successively ultrasonically cleaned in acetone, ethanol, and deionized water for 20 min. A complex aqueous solution containing 1.0 M NH4F and 2.0 M thiourea was used as the electrolyte. The electrochemical anodization and cathodic deposition process were carried out at a constant potential of 4 V on a dc voltage constant-current power supply for various times of 1, 2, 3, 4, and 5 h. The samples prepared for different times of 1, 2, 3, 4, and 5 h are denoted as Ni3S2/NF-1, Ni3S2/NF-2, Ni3S2/NF-3, Ni3S2/NF-4, and Ni3S2/NF-5, respectively. The masses of loaded Ni3S2 are about 2.0, 2.3, 2.5, 2.8, and 3.3 mg cm–2 for Ni3S2/NF-1, Ni3S2/NF-2, Ni3S2/NF-3, Ni3S2/NF-4, and Ni3S2/NF-5, respectively.",,
ACS_OER_00014_6.txt,electrodeposition,"The typical synthetic procedure for the catalysts is illustrated in Scheme 1. First, a NiFe0.10Cr0.10 alloy film was deposited on Cu NA by cathodic electrolysis of an aqueous solution containing NiCl2, Fe(NO3)3, and Cr(NO3)3 under an applied potential of −0.9 V vs RHE for 300 s. With the molar ratio of Ni2+, Fe3+, and Cr3+ adjusted to 1:0.10:0.10, an electrodeposited film denoted as NiFe0.10Cr0.10 was obtained. Then, the obtained electrode was immersed in 1 M KOH electrolyte for activation. Cyclic voltammetry (CV) scans between 1.0 and 1.8 V versus RHE were conducted to activate the surface of the NiFe0.10Cr0.10 film to an OER-active hydroxide phase, which is denoted as CS-NiFe0.10Cr0.10 (Figure S1). For comparison, CS-NiFe0.10 samples without Cr incorporation were also prepared.",,
ACS_OER_00038_9.txt,electrodeposition,"Ni(OH)2, Fe-doped Ni(OH)2, and Al-doped Ni(OH)2 were deposited onto FNC or fluorine-doped tin oxide (FTO) electrodes through electrodeposition. Ni, NiFe, and NiAl catalysts were prepared by starting from 100 mL of a 0.1 M solution of Ni(NO3)2 or by adding 0.2 mmol of either FeCl3·6H2O or AlCl3·6H2O to the Ni(NO3)2 solution, respectively. Prior to electrodeposition, the pH of the solutions was adjusted to 6.6 and the system was purged with nitrogen gas for 1 h. Electrodeposition was performed in a three-electrode cell configuration at −16 mA/cm2 for 10 s, by using a Ag/AgCl reference electrode (RE) and a Pt mesh as the counter electrode (CE). ",,
ACS_OER_00040_8.txt,electrodeposition,"MnOx catalyst films were prepared by controlled-potential electrolysis of solutions containing 0.5 mM Mn2+ and 50 mM methylphosphonate (MePi) at pH 8.0. These solutions remained clear over the course of all depositions. A FTO-coated glass slide was masked to 1 cm2 and immersed in the quiescent solution. A constant potential of 0.537 V was applied to the electrode with automatic iR compensation until the total charge passed reached the desired loading of catalyst. For example, a 6 mC/cm2 loading required ∼700 s of deposition time. Following deposition, films were immersed in reagent water to remove any trace Mn2+ and MePi remaining from solution. The films were prevented from drying by quickly transferring them to a Mn2+-free solution for subsequent experiments.",,
ACS_OER_00150_6.txt,electrodeposition,"The Co–Mo–P–-O was electrodeposited on Ni foam substrates using a three-electrode electrochemical system. The electrolyte was an aqueous solution containing 0.15 M CoSO4, 0.05 M Na2MoO4, 0.15 M Na3C6H5O7, and 0.5 M NaH2PO2. The Ni foam, Pt foil, and saturated calomel electrode (SCE) were used as the working electrode, the counter electrode, and the reference electrode, respectively. Prior to electrodeposition, the Ni foam of 2 cm × 2 cm was first degreased by successive 15-min ultrasonication in acetone and absolute ethanol. It then was etched in 1.0 M HCl for 15 min to remove the surface oxides. Finally, the Ni foam was rinsed by abundant distilled water and dried by N2. The electrochemical deposition was performed under a constant potential of −2 V (vs SCE) at room temperature for 5 min. The total loading amount of the as-electrodeposited Co–Mo–P–O was measured to be 3.06 mg cm–2 through weighting the weight change before and after electrodeposition. A contrast sample, called the as-electrodeposited Co-sample, was prepared using the same procedure, except the electrolyte only contains 0.15 M CoSO4 and 0.15 M Na3C6H5O7.",,
ACS_OER_00157_6.txt,electrodeposition,"The FeCoNiPxSy catalysts were prepared by electrodeposition on a planar Ti foil at −1 A cm–2 without stirring. For the deposition of FeCoNiPxSy, NiSO4, FeSO4, and CoSO4 were used as the metal salts and NaH2PO2 and H2NCSNH2 were used as the salts for introducing P and S dopants. Moreover, H3BO3 and NH4Cl were added to the deposition solution as additional agents to improve the quality of the deposits. The electrolyte bath contained 0.09 M NiSO4, 0.03 M FeSO4, 0.053 M CoSO4, 0.4 M H3BO3, 0.28 M NH4Cl, and certain amounts of NaH2PO2 and H2NCSNH2. The Fe:Co:Ni metal ratio was maintained at 17:31:52 because this ratio has been reported to afford catalysts with the best electrochemical performance.  When the P and S compositions of FeCoNiPxSy catalysts were tuned, the total amounts of NaH2PO2 and H2NCSNH2 were maintained at 1 M while those of NaH2PO2 (x M) and H2NCSNH2 (y M) were systematically varied and the resulting samples are denoted FeCoNiPxSy. These samples were FeCoNiP1S0, FeCoNiP0.8S0.2, FeCoNiP0.5S0.5, FeCoNiP0.2S0.8, and FeCoNiP0S1, which were prepared with a two-electrode electrodeposition.",,
ACS_OER_00157_7.txt,electrodeposition,"In order to optimize the electrodeposition time of catalysts toward the HER and OER, FeCoNiP1S0 catalysts with deposition times of 30, 60, 75, 90, 105, 120, and 150 s were prepared and evaluated. The optimized deposition time of FeCoNiP1S0 was determined to be 120 s for the HER and 105 s for the OER, respectively. As a result, all of the FeCoNiPxSy catalysts were prepared at 120 s for the HER and 105 s for the OER. In order to investigate the roles played by Fe, Co, and Ni for FeCoNiPxSy catalysts toward the HER and OER, MP0S1 (M: Fe, Co, Ni, FeCo, FeNi, and CoNi) samples with a deposition duration of 120 s for the HER and MP0.5S0.5 with a deposition duration of 105 s for the OER were prepared in their deposition solutions, respectively, in which the total content of metal salts was maintained at 0.173 M while the compositions of the metals were systematically varied.",,
ACS_OER_00160_18.txt,electrodeposition,"A NF was cleaned by sonicating in 1 M HCl solution for 30 min, followed by ethanol for 15 min, cleaned subsequently with DI water, and then left to dry in air. The series of Ni1–xFex nanosheets (x: 0, 0.25, 0.50, 0.75, and 1) were prepared by electrodeposition using a three-electrode cell in which NF is used as the working electrode. Platinum wire and Ag/AgCl (3 M KCl) were used as the counter and reference electrodes, respectively. For electrodeposition, 6 mM Ni(NO3)2·6H2O and 6 mM Fe(NO3)3·9H2O were used, and the ratio between the precursors were varied to obtain a series of Ni1–xFex nanosheets. Deposition was carried out by applying −1.0 V for 300 s. This process led to the incorporation of bulk Fe (FeB). Once electrodeposition is completed, the material is rinsed with DI water and left to dry. After that, FeB was cycled in 1 M Fe(NO3)3 containing 1 M KOH to incorporate surface Fe (FeS).",,
ACS_OER_00162_4.txt,electrodeposition,"The amorphous Ni(OH)2 nanosheets are synthesized by a simple, facile, and green electrochemistry technique (Supporting Information, S1).  Two parallel graphite electrodes are used as the cathode and anode electrodes immersed in a quartz chamber, and the distance between two electrodes is about 5 cm. A target of 99.99% pure nickel with an area of 25 × 25 mm2 is fixed at the center of a quartz chamber and immersed in highly pure deionized water (18.2 MΩ cm–1) without any chemical additives. The synthesis is carried out under a constant potential voltage of 90 V for 75 min, and the final products are deposited on the surface of the graphite sheet (electrode). The detailed formation of the amorphous Ni(OH)2 is provided in the Supporting Information (S1).",,
Elsevier_OER_00027_9.txt,electrodeposition,"Prior to the electrodeposition, nickel foam (NF) substrate was ultrasonically washed as reported earlier . In a typical synthesis of Co-LDH, a piece of the cleaned NF (1 × 1 cm2), a Ag/AgCl electrode, and a Pt plate were served as the working electrode, the reference electrode and the counter electrode, respectively. The cathodic electrodeposition procedure was curried out at the potential of −0.94 V versus Ag/AgCl for 180 s in 45 mL Co(NO3)2 (471.4 mg) aqueous solution. Then the as-fabricated Co-LDH nanosheet arrays were treated in 10 mg/ml 2-methylimidazole aqueous solution at 30 °C for 48 h.",,
